id,date,text,reposts,comments,like
4306310000000000.0,2018-11-14,"<a href='/n/人民罿>@人民罿/a> <span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span> ",98,0,1731.0
4306350000000000.0,2018-11-14,"为我的母校：浙江绍兴市第一初级中学的小学妹的书法点赿span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span> <a data-url=""http://t.cn/EADG3Y5"" href=""https://media.weibo.cn/article?object_id=1022%3A2309351000024306345674316970&extparam=lmid--4306345324725785&luicode=10000011&lfid=1076031211441627&id=2309351000024306345674316970"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_article_default.png'></span><span class=""surl-text"">为校名题字的居然昿4岁学生！她一提笔，你就输亿/span></a> ",47,0,1435.0
4306300000000000.0,2018-11-14,"我们取经回来了！《敢问路在何方》？路在脚下＿span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span>?? ",232,0,6905.0
4305670000000000.0,2018-11-12,"<span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[拳头]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_quantou-ba097f8ec2.png"" style=""width:1em; height:1em;""/></span> <a data-url=""http://t.cn/EA8y0jS"" href=""http://feed.mix.sina.com.cn/link_card/redirect?url=https%3A%2F%2Fnews.sina.cn%2Fgn%2F2018-11-12%2Fdetail-ihnstwwr2371825.d.html%3Ffrom%3Dtimeline%26isappinstalled%3D0&from=1110006030&weiboauthoruid=1211441627&sendweibouid=1211441627&sinainternalbrowser=topnav&share_menu=1&luicode=10000011&lfid=1076031211441627"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class=""surl-text"">国家网信办“亮剑”自媒体乱象 依法严管将成常怿/span></a> ",128,0,1157.0
4305640000000000.0,2018-11-12,"河北新闻罿span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><a data-url=""http://t.cn/EAQUX7x"" target=""_blank"" href=""https://weibo.cn/sinaurl/blocked5681b8ae?from=singlemessage&isappinstalled=0&luicode=10000011&lfid=1076031211441627&u=http%3A%2F%2Fbd.hebnews.cn%2F2018-11%2F12%2Fcontent_7099169.htm%3Ffrom%3Dsinglemessage%26isappinstalled%3D0"" class=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class=""surl-text"">六小龄童现身保定讲述“猴王精神?/span></a> ",92,0,1799.0
4305590000000000.0,2018-11-12,"从孙悟空到玄奘大师：《北广人物?span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span> ",66,0,2046.0
4305530000000000.0,2018-11-12,"中国野生动物保护协会成立三十五周年暨协会形象宣传片首发盛典今天上午在北京隆重举行…?span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span> ",72,0,2452.0
4305110000000000.0,2018-11-11,"中国唐尧罿span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><a href='/n/长江文艺出版礿>@长江文艺出版礿/a> <a href='/n/北京长江新世线>@北京长江新世线/a> <a href='/n/儒意影业'>@儒意影业</a>  <a href='/n/贰零壹陆影视传媒'>@贰零壹陆影视传媒</a> <a href='/n/游福'>@游福</a>  <a href='/n/行走的禅文化'>@行走的禅文化</a> <a data-url=""http://t.cn/EAK07N7"" target=""_blank"" href=""https://weibo.cn/sinaurl/blockedf4d2acbd?bsh_bid=2926037670&from=timeline&isappinstalled=0&luicode=10000011&lfid=1076031211441627&u=http%3A%2F%2Fwww.chtangyao.com%2Fnews%2Fxmtms1541826577858%3Fbsh_bid%3D2926037670%26from%3Dtimeline%26isappinstalled%3D0"" class=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class=""surl-text"">网页链接</span></a> ",60,0,1887.0
4304770000000000.0,2018-11-10,明天，国民购物狂欢节叿1就要来了。每到这时候，我是既感慨又激动。我担忧大家买到不好的商品，但同时又很开心有大圣车服这么一个优秀的平台，在双11为百万用户提供省心省钱的买车养车服务 。希望这次双11大家一如既往在大圣车服买到称心如意的商品和服务?<a href='/n/大圣车服官微'>@大圣车服官微</a> ,178,1,2571.0
4304550000000000.0,2018-11-09,"下午闲暇参观保定直隶总督署博物馆、古莲花汿span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span> <a href='/n/直隶总督署博物馆ZLZDS'>@直隶总督署博物馆ZLZDS</a> ",96,0,3327.0
4304080000000000.0,2018-11-08,"孩子们，已经立冬了，你们好吗？想念大家！<span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span> ",315,0,8781.0
4304000000000000.0,2018-11-08,"恭祝记者朋友们节日快乐＿span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span>",112,0,2572.0
4303750000000000.0,2018-11-07,工匠精神是对所从事的工作锲而不舍，对质量的要求不断提升，精益求精，追求完美和细节，打造极致。我对艺术追求如此，广汽对汽车制造工艺的追求也如歿 <a href='/n/大圣车服官微'>@大圣车服官微</a>,112,0,3051.0
4303690000000000.0,2018-11-07,"父亲说：观众是我的良师益友。我说：网民是我的亲朋同道！今天立冬，希望大家注意防寒保暖，感谢大家多年来对我的支持与理解。恭祝海内外的网民朋友们吉祥如意、心想事成！<span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span>?? ",179,0,5889.0
4303290000000000.0,2018-11-06,"<a href='/n/人民罿>@人民罿/a> （今天）＿2版《西游记》凭啥秒杀&quot;大片&quot; ??<span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><a data-url=""http://t.cn/EwuQ744"" href=""https://media.weibo.cn/article?object_id=1022%3A2309351000054303261141177639&extparam=lmid--4303291183383118&luicode=10000011&lfid=1076031211441627&id=2309351000054303261141177639"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_article_default.png'></span><span class=""surl-text"">这些细节告诉你?2版《西游记》凭啥秒杀″大片?/span></a> ",321,0,3116.0
4302970000000000.0,2018-11-05,"《人民日报》海外版(今天）：美猴王金秋回故乡．携《猴王世家》畅谈戏曲文匿span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><a href='/n/人民日报海外牿海外罿>@人民日报海外牿海外罿/a> <a href='/n/北京长江新世线>@北京长江新世线/a> <a href='/n/长江文艺出版礿>@长江文艺出版礿/a> <a href='/n/西西弗书庿>@西西弗书庿/a> ",100,0,2192.0
4302720000000000.0,2018-11-04,"继中国教育电视台四套、厦门卫视、四川卫视、陕西卫视、北京电视台纪实频道、旅游卫视、云南卫视之后， <a href='/n/广西卫视'>@广西卫视</a> 将于<a data-url=""http://t.cn/EwjSjcd"" href=""http://m.weibo.cn/client/version?luicode=10000011&lfid=1076031211441627"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2016/07/04/165/timeline_card_small_checkin_default.png'></span><span class=""surl-text"">11朿旿:45</span></a>  《纪录片》栏目播出我出任总导演并饰演玄奘大师的电视纪录片《重走玄奘路》，该片在第六届温哥华国际华语电影节获得最佳纪录片大奖，我本人获得最佳纪录片导演 ...<a href=""/status/4302724377912910"">全文</a>",140,1,2926.0
4302640000000000.0,2018-11-04,"<span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span>",45,0,2278.0
4302200000000000.0,2018-11-03,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26q%3D%23%E7%94%B5%E8%A7%86%E5%89%A7%E9%BB%84%E5%9C%9F%E9%AB%98%E5%A4%A9%23%26t%3D10&extparam=%23%E7%94%B5%E8%A7%86%E5%89%A7%E9%BB%84%E5%9C%9F%E9%AB%98%E5%A4%A9%23&luicode=10000011&lfid=1076031211441627"" data-hide=""""><span class=""surl-text"">#电视剧黄土高夿</span></a> 阚卫平导演的又一力作<span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span>?? <a href='/n/門敢鼎盿>@門敢鼎盿/a> <a href='/n/黄土高天官微'>@黄土高天官微</a> ",50,0,966.0
4301990000000000.0,2018-11-02,"《人民日报》今夿海外版）：美猴王现身上海 助力冬奥会吉祥物<span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span>??<a href='/n/人民日报海外牿海外罿>@人民日报海外牿海外罿/a> ",82,1,2453.0
4301890000000000.0,2018-11-02,????????????,48,0,1523.0
4301600000000000.0,2018-11-01,"<span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span>??",55,0,2095.0
4301560000000000.0,2018-11-01,"继春艺友加油<span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><a href='/n/李继春无谿>@李继春无谿/a> <a href='/n/DJ张景椿>@DJ张景椿/a> <a data-url=""http://t.cn/EwVbx6F"" target=""_blank"" href=""https://weibo.cn/sinaurl/blocked4eacc95b?luicode=10000011&lfid=1076031211441627&u=https%3A%2F%2Fwww.ximalaya.com%2Frenwen%2F263415%2F133435905"" class=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class=""surl-text"">网页链接</span></a> ",16,0,1443.0
4301550000000000.0,2018-11-01,"云南师范大学“六小龄童图书阁”（今天＿span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span>??<a href='/n/云南师范大学'>@云南师范大学</a> <a href='/n/云师青团'>@云师青团</a> ",218,1,2874.0
4301530000000000.0,2018-11-01,"“西南联合大学在昆建校暨云南师范大学建校80周年纪念大会”盛典今天上午在大昆明隆重举衿span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><a href='/n/贰零壹陆影视传媒'>@贰零壹陆影视传媒</a> <a href='/n/儒意影业'>@儒意影业</a> <a href='/n/行走的禅文化'>@行走的禅文化</a> <a href='/n/游福'>@游福</a> <a href='/n/云师青团'>@云师青团</a> <a href='/n/云南师范大学'>@云南师范大学</a> ",105,1,2705.0
4301470000000000.0,2018-11-01,"昨天下午《行者》与大昆明的部分中小学生共话西游<span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><a href='/n/贰零壹陆影视传媒'>@贰零壹陆影视传媒</a> <a href='/n/儒意影业'>@儒意影业</a> <a href='/n/游福'>@游福</a> <a href='/n/行走的禅文化'>@行走的禅文化</a> <a href='/n/长江文艺出版礿>@长江文艺出版礿/a> <a href='/n/北京长江新世线>@北京长江新世线/a> ",58,0,2058.0
4301460000000000.0,2018-11-01,"祝“观音菩萨”左大玢老师生日快乐＿span class=""url-icon""><img alt=""[蛋糕]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_dangao-a3a218d74a.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[礼物]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_liwu-6cd67ad993.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span> ",1581,0,126458.0
4301310000000000.0,2018-10-31,"今晚在昆明理工大学礼堂与云南师范大学皿000多名师生及云南省内的1000多名中小学校长共话西渿span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><a href='/n/贰零壹陆影视传媒'>@贰零壹陆影视传媒</a> <a href='/n/儒意影业'>@儒意影业</a> <a href='/n/行走的禅文化'>@行走的禅文化</a> <a href='/n/游福'>@游福</a> <a href='/n/云师青团'>@云师青团</a> <a href='/n/云南师范大学'>@云南师范大学</a> <a href='/n/昆明理工大学微博协会'>@昆明理工大学微博协会</a> ",117,2,3070.0
